"area","month","date","q5_target","q5_model","q10_target","q10_model","q5y5y_ngmmr","q5y5y_gaussian_proxy","q5y5y_hrr_proxy"
"US",1,2011-01-01,0.162867622841218,0.161227274552575,0.27159861445829,0.273528288991264,0.472874780776524,0.42107763017297,0.11472504672076
"US",2,2011-02-01,0.216849021066603,0.217076479985514,0.30924893162019,0.310346343362237,0.438976562220129,0.42682983751584,0.10608057682677
"US",3,2011-03-01,0.240742370469539,0.24251351062764,0.303170236374048,0.303644888894783,0.417237797131725,0.412150025216689,0.100573089882865
"US",4,2011-04-01,0.247097894311529,0.253243665048657,0.305496127007492,0.308301492187986,0.43793093072107,0.405014332578516,0.0817118294596024
"US",5,2011-05-01,0.335803526081697,0.338229615093173,0.308018290752856,0.307521275406845,0.307560848127254,0.370303799891006,0.0991326651592308
"US",6,2011-06-01,0.175915624620748,0.176692458172497,0.264426969089354,0.264645347602508,0.377549710689456,0.402990075691192,0.0844974120902253
"US",7,2011-07-01,0.164633167005319,0.16642488239988,0.275668722700238,0.275361890010141,0.413729737454128,0.42875952658027,0.0848180128661661
"US",8,2011-08-01,0.191675529422331,0.192421479357758,0.284608620882727,0.28486197205575,0.4034654046353,0.419678708206119,0.0881344125088851
"US",9,2011-09-01,0.130757341098488,0.133117096442318,0.232954799467836,0.232380491412111,0.373430615750313,0.398365980067711,0.0732070268445011
"US",10,2011-10-01,0.104310869401068,0.106188687450652,0.169516746801658,0.169042374058212,0.324570366574323,0.353790716125276,0.0587565406974161
"US",11,2011-11-01,0.142172622239514,0.147679003986326,0.198523664076317,0.200819743927689,0.379861992322196,0.369469973610769,0.069478288564373
"US",12,2011-12-01,0.174359791819914,0.174911503793414,0.212486243105569,0.21285090283858,0.346685985416412,0.365622016259334,0.0779489395892731
"US",13,2012-01-01,0.150307215812047,0.150104119060272,0.181966739192206,0.182143061498828,0.341477264915347,0.364293982346515,0.074317637082323
"US",14,2012-02-01,0.154359537428287,0.153555565323464,0.225343693170956,0.226190847430558,0.342613666245886,0.386762562968803,0.0855764287383134
"US",15,2012-03-01,0.193076404206016,0.194062639211948,0.241191593690894,0.241259818102894,0.370247880687947,0.39169890632611,0.0910944457648102
"US",16,2012-04-01,0.183928079317336,0.184232988034642,0.235724458335751,0.235806483136231,0.371294240859247,0.396515327096463,0.0924430381010869
"US",17,2012-05-01,0.16995339612982,0.173424579590232,0.224675247737822,0.222874693814584,0.381353414964156,0.38694980665032,0.106913606241969
"US",18,2012-06-01,0.129677111849198,0.132521509397386,0.184123518328625,0.182689568885911,0.319613039043059,0.377237223888669,0.0940300727021587
"US",19,2012-07-01,0.125115912720202,0.125153871025901,0.179568670121117,0.179295356491947,0.324267770589004,0.378203812751814,0.0948955697947096
"US",20,2012-08-01,0.141090653131778,0.144114227699397,0.193879180835666,0.191971218905915,0.343398871217802,0.379213153446952,0.101466512051339
"US",21,2012-09-01,0.147274069326817,0.146531645668542,0.194810629896232,0.194858862085407,0.337523451696427,0.376084233192803,0.107057259849678
"US",22,2012-10-01,0.167861287363097,0.167049533758934,0.226229745019095,0.226189344266239,0.376856277189472,0.399969178116044,0.0989004516816693
"US",23,2012-11-01,0.166894063622765,0.165106654843486,0.246896239800704,0.247582933544063,0.400974490470426,0.418582472709221,0.117539633295225
"US",24,2012-12-01,0.146808447077221,0.14744264790541,0.24634137214554,0.247156006347927,0.413708750219293,0.416551865354023,0.117977412783951
"US",25,2013-01-01,0.152232207316381,0.148669387216769,0.251002868444085,0.253334862346889,0.432138415617006,0.412908936330307,0.118698526768593
"US",26,2013-02-01,0.166143682139264,0.162691994504966,0.263550900010769,0.266518743728112,0.447924369133043,0.410410225720993,0.125583893040668
"US",27,2013-03-01,0.144696657747215,0.141773061140775,0.25170969607984,0.254161956643545,0.441895172726805,0.411528674090711,0.118001874860213
"US",28,2013-04-01,0.158201107263567,0.155050005696068,0.254956318902577,0.257648451962777,0.440351439081808,0.402948863043888,0.122078824303067
"US",29,2013-05-01,0.101467273280308,0.099894879694796,0.208857611372427,0.209606021474909,0.385817784408518,0.398664402145571,0.0921014342642633
"US",30,2013-06-01,0.0986126784590146,0.0967604514165432,0.197194474139734,0.198088029461256,0.371796918510455,0.387709067915875,0.0894067758864124
"US",31,2013-07-01,0.0943409944168132,0.0926470037491758,0.199684004362285,0.200710677576413,0.370012485870615,0.380956380014975,0.0839896701618606
"US",32,2013-08-01,0.10741965807429,0.105141739456597,0.218301317874843,0.219893881457672,0.401784538512333,0.391347939641323,0.0969728270400872
"US",33,2013-09-01,0.0758469281432146,0.0738392853441337,0.16466229737168,0.165463588927541,0.336217220508518,0.36821661415931,0.0812607854240628
"US",34,2013-10-01,0.0878571994651434,0.0892722941391528,0.181373451896251,0.17995537071711,0.449637683386322,0.394464312591006,0.114216870458929
"US",35,2013-11-01,0.0778670336831462,0.0765637076295902,0.159345990600323,0.159474879875068,0.330670539351803,0.378644969873871,0.0832732155715246
"US",36,2013-12-01,0.0751590390594353,0.0742678249667148,0.160018205384704,0.159961833122988,0.328336163542064,0.384004508957403,0.0831901884275938
"US",37,2014-01-01,0.0850460306477383,0.0837064954586605,0.179630191440311,0.179876527578009,0.366752597390935,0.396740422948673,0.0944781100666745
"US",38,2014-02-01,0.0821425996203072,0.0808168924385867,0.166338592089164,0.166570244940622,0.346236317730879,0.38170210907923,0.0880526083914925
"US",39,2014-03-01,0.0789122332594638,0.0774691381415285,0.158484278574812,0.158760604671205,0.338260689641339,0.376033327180979,0.0867097097484974
"US",40,2014-04-01,0.070475573854111,0.0693160731543996,0.146455853424624,0.146434835881365,0.31708343513876,0.371364482364558,0.0810082229508723
"US",41,2014-05-01,0.0710619924082742,0.0706682251000523,0.13546296364286,0.13392640723956,0.223479877952093,0.362500139422805,0.0487063855161375
"US",42,2014-06-01,0.0678099836209926,0.0673983088705588,0.142329894105639,0.140789005281962,0.235496926712213,0.369819972136255,0.0495732127286605
"US",43,2014-07-01,0.0643391884303491,0.0623151970345612,0.148836507327984,0.150052938377624,0.348777899354186,0.373394928749864,0.094364889431712
"US",44,2014-08-01,0.0494387635418478,0.0479969585887429,0.136634559158007,0.135855889436151,0.426519522107007,0.371490313200944,0.0915987465618533
"US",45,2014-09-01,0.0426725974992337,0.0381029415628478,0.11236745259407,0.112859621070124,0.32193209992833,0.356805788865835,0.0806298567123786
"US",46,2014-10-01,0.0351364747133638,0.0324652590348116,0.0825192696222601,0.0835957462275442,0.24082961972051,0.318146724888166,0.057969121975341
"US",47,2014-11-01,0.0331204391228858,0.0311043009227589,0.0806929642081196,0.0811570512425105,0.233295375554668,0.316995733560518,0.0523955610516055
"US",48,2014-12-01,0.0277477282000862,0.0281988297751913,0.0684637325597559,0.069197679617532,0.348001587864867,0.297870018603847,0.0538486157717058
"US",49,2015-01-01,0.0210913863723005,0.0218003040018177,0.0526494676916602,0.0504320166009393,0.311565789866365,0.279284465278012,0.0870758854668775
"US",50,2015-02-01,0.0222319045190432,0.0211278560839289,0.0474178523469195,0.0277261926131153,0.243779081560372,0.239329375795232,0.0836105449053745
"US",51,2015-03-01,0.0304616454851565,0.0308481625906195,0.0621400415047079,0.0562717682560096,0.336483593716158,0.270161882574561,0.110246633090298
"US",52,2015-04-01,0.0349446751130754,0.0346040795508192,0.074465042876802,0.054086157097289,0.297005756915373,0.274780673703245,0.113977784818831
"US",53,2015-05-01,0.0503471629503621,0.0451739613393806,0.0897524518906236,0.0770947049893171,0.310111835272567,0.293464178232855,0.129882387994489
"US",54,2015-06-01,0.0459644863636459,0.0465471419242732,0.0818154090324683,0.0827549097852445,0.25375092425741,0.287835556596111,0.0564716779414123
"US",55,2015-07-01,0.0543711023759427,0.0552433929864765,0.0969253550268883,0.0961329050099126,0.262182830160086,0.312975074771011,0.0701849644996883
"US",56,2015-08-01,0.0373378167553595,0.0387330251419444,0.0626560637688613,0.061221408799956,0.225543408699389,0.278617360000533,0.0452953369382139
"US",57,2015-09-01,0.0339957523535788,0.0327784410111461,0.0565642071465943,0.0446502687436343,0.282240298592025,0.264865782154759,0.076636468270823
"US",58,2015-10-01,0.0333619282868678,0.0338442357449205,0.0496818694137279,0.0479807284288909,0.193427428832497,0.24607406487702,0.0352365899411347
"US",59,2015-11-01,0.0344948765127628,0.0354378820406521,0.050487965246743,0.0487422441192257,0.203960704436531,0.254003291098787,0.0396365859590846
"US",60,2015-12-01,0.0403342403793556,0.0410259607335271,0.0567298040878959,0.0567551236861149,0.191621458150803,0.260630437811118,0.0466341743065993
"US",61,2016-01-01,0.0389855925105286,0.0391217042491078,0.0520835560439827,0.0514543394322689,0.139441699769006,0.252407350750353,0.0320174802043821
"US",62,2016-02-01,0.0257712255839265,0.0222470863169296,0.0340448509562314,0.0328176739888025,0.160142918886397,0.2091024000002,0.0197765815099075
"US",63,2016-03-01,0.0201453801728155,0.0208153521216863,0.0318595133194125,0.0327316651577133,0.143398580775119,0.202676018262271,0.029699561258793
"US",64,2016-04-01,0.0245946385129245,0.0235025618011407,0.0394598130016948,0.0401091437481903,0.122792982394797,0.220735925030941,0.0282798841490217
"US",65,2016-05-01,0.0260215038132761,0.0247185232023995,0.0423111957016016,0.0431544737552483,0.132198837540555,0.226508997358369,0.0310656780618298
"US",66,2016-06-01,0.023417500868273,0.0239512656665483,0.0353962622551658,0.0368962548547649,0.169077710408482,0.208682042477517,0.0377299105278113
"US",67,2016-07-01,0.0222290464910033,0.0227850390454931,0.0292147179493849,0.0287848643304069,0.140215819089222,0.183634160644312,0.0310805697745133
"US",68,2016-08-01,0.0179553023582925,0.0171404665047188,0.0267288802837734,0.0266881466362602,0.0868083570956328,0.189451624511968,0.0155646744805403
"US",69,2016-09-01,0.0184106373897015,0.0177236298213643,0.0275809745501349,0.02752326358235,0.088434583455643,0.192047657558417,0.0161202199101145
"US",70,2016-10-01,0.0260763834508507,0.0250918141662414,0.0391442073425221,0.0400303417608048,0.123165766954403,0.214179122906689,0.0287534687297324
"US",71,2016-11-01,0.0321087350779666,0.0308216882825604,0.049596627690912,0.0508222129983215,0.154041646416229,0.23578531929828,0.0412608198608147
"US",72,2016-12-01,0.044366268259702,0.0435395162319239,0.080855646963989,0.080450946910531,0.26017091229016,0.294300684770619,0.0300197712341999
"US",73,2017-01-01,0.0502720032443048,0.0481068779818208,0.083266401690121,0.0832926028943449,0.240712954036638,0.286133853800117,0.0305117442892095
"US",74,2017-02-01,0.0559266928153304,0.0545675913192676,0.085544243834229,0.0857921431822524,0.185491870120742,0.281431664883262,0.0315014742971096
"US",75,2017-03-01,0.0503169640142763,0.0477650663121953,0.0784733721872194,0.0792991503293172,0.267864323345444,0.275545289352006,0.0288581305008489
"US",76,2017-04-01,0.0440726859421966,0.0438789329823417,0.0711575094394045,0.0699670469856209,0.184002896828149,0.272045370054525,0.0266485654175825
"US",77,2017-05-01,0.0381164772377172,0.036732464616945,0.0653583203084337,0.0663860305700299,0.198675884410682,0.271600793834569,0.0571968187179979
"US",78,2017-06-01,0.0236144135631409,0.0239716170383485,0.0477327243518112,0.0501050656003011,0.182186244170008,0.239633956044645,0.0474554988091224
"US",79,2017-07-01,0.0209934658146151,0.0179175098246098,0.0388008150306793,0.0433755303771824,0.147143602773744,0.226837233159053,0.044599621760482
"US",80,2017-08-01,0.0200828277184268,0.02611591651035,0.0378361852813541,0.0388656031154687,0.227947801818686,0.229534832315264,0.0463925830930386
"US",81,2017-09-01,0.0194018907725633,0.0208038684130631,0.0373202720321676,0.0370291404024919,0.157809793869004,0.228675340504594,0.0166826832977684
"US",82,2017-10-01,0.0218241078804606,0.0218567446552848,0.0402954393171737,0.0404305749162621,0.172314137782252,0.232420089905572,0.016256181827168
"US",83,2017-11-01,0.022359890429965,0.0221618295659182,0.0410653609466296,0.0401387345911995,0.119337331008567,0.235648467466885,0.0164730001501803
"US",84,2017-12-01,0.0205116452412508,0.0220811813232845,0.035400421988535,0.0351726291531874,0.167494655619635,0.22430891468763,0.0161732839621308
"US",85,2018-01-01,0.0230308845762854,0.0229140221162127,0.0402845882162685,0.0402711146151689,0.169066123978669,0.233873228419161,0.0170777984569609
"US",86,2018-02-01,0.0233921070322265,0.0232123287943797,0.0474696428376358,0.0472197783880905,0.184012357848357,0.262129752869543,0.0175712388551892
"US",87,2018-03-01,0.0259559079330306,0.0257619899828436,0.0485344012099068,0.0478906606152206,0.15061463379651,0.263452893198456,0.0174674877530479
"US",88,2018-04-01,0.0256223171654971,0.0250566991603748,0.051227284372465,0.0505958263762246,0.193881083917646,0.27151420515749,0.0177907327325538
"US",89,2018-05-01,0.0224195352006402,0.0223369592905535,0.0494046467474795,0.0487267782191302,0.197430435957454,0.27338188624122,0.0173521553213495
"US",90,2018-06-01,0.0246899654415501,0.0126184674746983,0.0473342919997756,0.0537431589934431,0.0705128595852862,0.264587579093348,0.0169574829849837
"US",91,2018-07-01,0.0247922848778357,0.0251781980771809,0.0476594308047417,0.0476173366400586,0.14379209675915,0.258729143547619,0.0184362003363402
"US",92,2018-08-01,0.0226813442388756,0.0227443052529373,0.0447681801822832,0.0458750147611307,0.324601053303397,0.256862743094943,0.0196087680724875
"US",93,2018-09-01,0.0214884240069075,0.0191710085243596,0.0426067812528358,0.0434261757824148,0.054758667285814,0.256546647858112,0.0191453530486739
"US",94,2018-10-01,0.0256230423717,0.0183567176762162,0.0488962023725076,0.0506053455730371,0.141405186704909,0.259111860097667,0.0174948730022887
"US",95,2018-11-01,0.0175506368756977,0.0181215633525213,0.0349892671983449,0.0341307142249008,0.161563725534567,0.238227587402072,0.0134223977350583
"US",96,2018-12-01,0.0151643901469796,0.0105175338036502,0.0304796865242368,0.0343944203685493,0.181265173785413,0.230695663376367,0.0589237985860167
"US",97,2019-01-01,0.00918991502990152,0.00088380326412775,0.0150617174132976,6.51719821328751e-05,0.0528153246846425,0.167464044495949,0.0216518878583585
"US",98,2019-02-01,0.0127057735140167,0.00806113934881143,0.0226150441117767,0.0284828595913623,0.192911204464992,0.207554333920143,0.0479105733944706
"US",99,2019-03-01,0.0134749869800261,0.00199473856322294,0.0247543872142778,0.0288053213321508,0.0511348676735121,0.219462328640335,0.0525847215138331
"US",100,2019-04-01,0.0129004373961153,0.0083043054577552,0.0224321925250052,0.0274696689630259,0.14628015685151,0.205153340519226,0.0475307704444081
"US",101,2019-05-01,0.0125029527714634,0.00611138677803449,0.0224352280390293,0.0254732491575712,0.232356597427157,0.20301825386977,0.0451685303425983
"US",102,2019-06-01,0.0101462737906293,0.00272552190229798,0.0158390847181802,0.0181244039372889,0.127335752929425,0.166939429536188,0.0258813112062365
"US",103,2019-07-01,0.00968408701940071,3.10276098559294e-10,0.0140460207847358,7.18511100209091e-06,0.0559159323252391,0.149972923371869,0.0216273164014268
"US",104,2019-08-01,0.0091096945182314,0.00852271800238603,0.0132038808136717,0.0141496395354312,0.136852834505408,0.146585555893021,0.0178810043207008
"US",105,2019-09-01,0.00766635399933047,0.00466950943147926,0.0108427560875081,0.0125807835965137,0.0781777348362241,0.141326130883921,0.00925963593806022
"US",106,2019-10-01,0.00586414704383043,0.0100999956978939,0.00837275709416707,0.00490559410228352,0.0627398530953539,0.127994101532894,0.00369776629055084
"US",107,2019-11-01,0.00811483819123082,0.00378715971444908,0.0125375533396757,0.0148802996677863,0.0209144699184955,0.143100238590765,0.0143173458365337
"US",108,2019-12-01,0.0088361147762066,0.00378362425604115,0.013727668099406,0.0156022411703082,0.0226483846722481,0.149872636493769,0.0142876950265772
"US",109,2020-01-01,0.00961494636136473,0.00600444325221614,0.014678926567811,0.0154217783792679,0.142000599768649,0.150785936545659,0.0117886871192805
"US",110,2020-02-01,0.00726879655176971,0.00388101378054184,0.0112339789708825,0.0113838991547048,0.124325042928197,0.132939337508009,0.0165487751938777
"US",111,2020-03-01,0.00552261909062968,9.18960249563955e-75,0.00769823559469962,9.0207410843544e-190,0.0255952052990983,0.136386496352725,0.00277025961543547
"US",112,2020-04-01,0.00429605196059379,2.52651646168835e-10,0.00602984468902434,4.65686742711755e-08,0.0665757396981438,0.0921369144273594,0.00529640178810895
"US",113,2020-05-01,0.00624848011644419,7.28175758768174e-06,0.00935751661543938,0.00569348744664863,0.112397246683941,0.118740096519816,0.00583905314452904
"US",114,2020-06-01,0.00820284821593431,3.23416059393944e-23,0.0112089791009082,4.21498239722113e-16,0.118731657696576,0.141529782471779,0.00470923327272716
"US",115,2020-07-01,0.013676629737568,0.0173476511007132,0.0189018071933904,0.0129254088067642,0.0913865477751052,0.148060780323134,0.0145920029051654
"US",116,2020-08-01,0.0225977284066183,0.0219997119478631,0.0243111221606959,0.0241747263109968,0.0680368940031074,0.154579897206842,0.0212868167856628
"US",117,2020-09-01,0.026238013827139,0.0262872112728252,0.0298624191306505,0.0289202679584249,0.0937005646048881,0.174969227944311,0.0355063857907567
"US",118,2020-10-01,0.0237721238982557,0.0228942809334111,0.036456323413538,0.0365769099882129,0.0918073028004671,0.188428499463063,0.0184016761015099
"US",119,2020-11-01,0.0250751444303519,0.0242692753888577,0.040617456784654,0.039811396694335,0.101847024793426,0.207234977019259,0.0239942189925603
"US",120,2020-12-01,0.0285017953094674,0.0280189516213561,0.0465357146951927,0.0462733205091301,0.114757565758813,0.220030385990103,0.032260060994474
"US",121,2021-01-01,0.0384106959006656,0.0376330081725026,0.0564813871894947,0.0567138646896988,0.125295574162055,0.221705510638243,0.0501376248744146
"US",122,2021-02-01,0.050686542966276,0.0532933042756151,0.0659724020836628,0.0589264240729595,0.261879749490164,0.23481567520011,0.0681539235428553
"US",123,2021-03-01,0.0239769827568126,0.0246414729796407,0.0333715769341908,0.0319318273198112,0.134651704437932,0.199792960959468,0.0154991134842427
"US",124,2021-04-01,0.0819566621928162,0.0836962698064097,0.0786852954444267,0.0779021923637461,0.167764776310817,0.236129563775473,0.0117621266042548
"US",125,2021-05-01,0.123623135866807,0.125084441506672,0.0919267942424395,0.0930841222166142,0.115908042771834,0.243607702466627,0.016553981128709
"US",126,2021-06-01,0.103072114176327,0.0945523612099996,0.0891853778424836,0.0943606081906228,0.379057854688105,0.24655447518605,0.0521006616566498
"US",127,2021-07-01,0.0960973780829446,0.106065652834154,0.0811548614062488,0.0712532548040346,0.196166514299952,0.226414797010997,0.042505029408412
"US",128,2021-08-01,0.100901960820043,0.104412023751969,0.0814076590784741,0.074572551335481,0.106696219236335,0.224448692090666,0.0376055046948882
"US",129,2021-09-01,0.148794993251066,0.146073768467438,0.0941210148158458,0.0927496836288065,0.142239061181818,0.24096409951538,0.0323034179159712
"US",130,2021-10-01,0.110132930472718,0.101097555991755,0.0917348973014379,0.0969441665904683,0.380519112165047,0.24594404643367,0.0548370842453703
"US",131,2021-11-01,0.275572427399252,0.274120953193256,0.144633060653976,0.137788468253465,0.220006817522799,0.27860996955302,0.0792238452479614
"US",132,2021-12-01,0.212781495231367,0.208815374185476,0.129064882172934,0.126072181104117,0.210037730500807,0.275028453038096,0.0775315867152995
"US",133,2022-01-01,0.238521015534269,0.23797107719675,0.151797220251753,0.143634482645532,0.109692128866809,0.289624175574162,0.0699703857271576
"US",134,2022-02-01,0.165458939389522,0.164722654790805,0.108268920527126,0.104167034679913,0.185305617901681,0.248003667842124,0.0454194141331697
"US",135,2022-03-01,0.44072622346298,0.44297462933753,0.231381882497294,0.226837585809499,0.15102574392872,0.31996178979668,0.12621869868349
"US",136,2022-04-01,0.396723757685577,0.401154004702556,0.232032724806616,0.224941106974562,0.185499466193877,0.319491292276084,0.128836569935489
"US",137,2022-05-01,0.401819430906085,0.40438203017479,0.220188283775663,0.216713464921979,0.181817342396654,0.317313118802779,0.144343051281896
"US",138,2022-06-01,0.367885734815652,0.370700320398943,0.205656665189476,0.203206163592499,0.153274128610334,0.316508813978444,0.122899826888436
"US",139,2022-07-01,0.163907581356365,0.16425212048548,0.116578810169207,0.111727872912097,0.189452709591574,0.260343061388965,0.0646482851426558
"US",140,2022-08-01,0.220814212126135,0.220901930615929,0.132828414673257,0.129314009608138,0.256656654933818,0.278507920360284,0.0699250928551044
"US",141,2022-09-01,0.18691456295032,0.187596737033458,0.119149898336239,0.114681456903963,0.146759572473914,0.267910464785481,0.050673739387235
"US",142,2022-10-01,0.116269795037906,0.115353797950351,0.0913006944224619,0.0870066724875437,0.191866853921744,0.242782448590343,0.0577271283603874
"US",143,2022-11-01,0.165142490233967,0.16672794966968,0.144979720734892,0.136207619005236,0.36203731644559,0.309854190387013,0.0635033391983986
"US",144,2022-12-01,0.233179238836345,0.234625195926623,0.142162877886644,0.14228492210381,0.17078729918819,0.288521985173995,0.0497252180880479
"US",145,2023-01-01,0.110551118498557,0.110602101409203,0.104737423367436,0.100904384026829,0.215130311427257,0.288043981980439,0.0501360858739599
"US",146,2023-02-01,0.209784500899092,0.213829407357674,0.129097277208569,0.121739577885862,0.174270675882198,0.28695431943645,0.0616683095021785
"US",147,2023-03-01,0.246431098191035,0.24713342035768,0.161384545730487,0.160943453173739,0.239740809198628,0.303254696327555,0.0622584924492796
"US",148,2023-04-01,0.203266771120817,0.20413401404002,0.137871708113022,0.138288052408373,0.220512947873239,0.291143024287324,0.0514224505092476
"US",149,2023-05-01,0.195574704919687,0.196017002276014,0.143891504944801,0.143228136225034,0.237698732886176,0.305164293061074,0.0544807370783431
"US",150,2023-06-01,0.194497738468151,0.195797791549043,0.142171512300176,0.137324493655662,0.295692294810533,0.302627602149972,0.0772216134315855
"US",151,2023-07-01,0.189336445663372,0.189128938901798,0.132207714181247,0.131520721294352,0.225425549131075,0.302465808414683,0.0623350501603523
"US",152,2023-08-01,0.212218825971251,0.213347448161368,0.154412546222761,0.153258638894069,0.250225971597544,0.316796336361716,0.0643301443308079
"US",153,2023-09-01,0.21438351251976,0.21495362484198,0.151852604148991,0.150910716478699,0.248852376858617,0.318409098269128,0.058271613363993
"US",154,2023-10-01,0.218246933602921,0.218843990175449,0.158072100463214,0.157145095768586,0.256298522589338,0.327443382652734,0.0595621688791147
"US",155,2023-11-01,0.180413993207778,0.180250011154736,0.129708186463732,0.128857075641497,0.223946038578209,0.298127283228634,0.042276069070509
"US",156,2023-12-01,0.188977764357825,0.189708491974544,0.132063868092831,0.129123491360349,0.196934363184228,0.298360874253331,0.0729400240646345
"US",157,2024-01-01,0.181519689265402,0.184260010334306,0.135663422670232,0.135686544908309,0.230978770621491,0.308280437542157,0.0595954190573417
"US",158,2024-02-01,0.179309398664308,0.180059875095849,0.143923761622965,0.143080663671796,0.238981810464915,0.312384270132159,0.0582359379992351
"US",159,2024-03-01,0.196775191742782,0.196987270466457,0.139278065347635,0.138203216216796,0.230999569457041,0.30233997266009,0.0461745005190355
"US",160,2024-04-01,0.21598371180684,0.215756207665778,0.153188795403323,0.152665056903709,0.247974277951698,0.314789163742542,0.0508357278226327
"US",161,2024-05-01,0.211747073959706,0.212383042188646,0.150983549739194,0.14985447617691,0.244110694196808,0.313104750806045,0.0509704846794478
"US",162,2024-06-01,0.196210783506993,0.1973250182428,0.140958910451849,0.138405208420761,0.274863481038722,0.305151081210185,0.0580714900196381
"US",163,2024-07-01,0.183534958525646,0.184774763558286,0.131887631283606,0.128932321801847,0.264420432865491,0.295776812693398,0.0533293880753165
"US",164,2024-08-01,0.164709433114626,0.165604214933286,0.117184637624187,0.11165318636541,0.270691567247787,0.276305278880688,0.0466197536485386
"US",165,2024-09-01,0.176153875884501,0.177179731933053,0.122929366323643,0.11969177869591,0.25351040064835,0.280810291607131,0.0499259554366623
"US",166,2024-10-01,0.19214769678536,0.194233580577739,0.135526519659563,0.132192521930341,0.262019551249335,0.295777288545178,0.053394669095812
